"","gene","length"
"1171","PSMB4",825
"1172","POGZ",4421
"1173","CGN",3707
"1174","TUFT1",1233
"1175","SNX27",1692
"1176","CELF3",1453
"1177","RIIAD1",416
"1178","MRPL9",834
"1179","OAZ3",838
"1180","TDRKH",1741
"1181","LINGO4",1782
"1182","RORC",1617
"1183","C2CD4D",1062
"1184","THEM5",769
"1185","THEM4",792
"1186","S100A10",299
"1187","S100A11",328
"1188","TCHHL1",2720
"1189","TCHH",5837
"1190","RPTN",2360
"1191","HRNR",8558
"1192","FLG",12191
"1193","FLG2",7181
"1194","CRNN",1493
"1195","LCE5A",357
"1196","CRCT1",300
"1197","LCE3E",279
"1198","LCE3D",279
"1199","LCE3C",285
"1200","LCE3B",288
"1201","LCE3A",270
"1202","LCE2D",333
"1203","LCE2C",333
"1204","LCE2B",333
"1205","LCE2A",321
"1206","LCE4A",300
"1207","KPLCE",753
"1208","KPRP",1740
"1209","LCE1F",357
"1210","LCE1E",357
"1211","LCE1D",345
"1212","LCE1C",357
"1213","LCE1B",357
"1214","LCE1A",333
"1215","LCE6A",243
"1216","LCE7A",288
"1217","SMCP",351
"1218","IVL",1758
"1219","SPRR5",327
"1220","SPRR4",240
"1221","SPRR1A",270
"1222","SPRR3",510
"1223","SPRR1B",270
"1224","SPRR2D",219
"1225","SPRR2A",219
"1226","SPRR2B",219
"1227","SPRR2E",219
"1228","SPRR2F",219
"1229","SPRR2G",222
"1230","LELP1",297
"1231","PRR9",351
"1232","LORICRIN",939
"1233","PGLYRP3",1056
"1234","PGLYRP4",1157
"1235","S100A9",350
"1236","S100A12",284
"1237","S100A8",287
"1238","S100A7A",311
"1239","S100A7",311
"1240","S100A6",278
"1241","S100A5",284
"1242","S100A4",311
"1243","S100A3",311
"1244","S100A2",429
"1245","S100A16",317
"1246","S100A14",325
"1247","S100A13",302
"1248","S100A1",482
"1249","CHTOP",852
"1250","SNAPIN",426
"1251","ILF2",1294
"1252","NPR1",3291
"1253","INTS3",3467
"1254","SLC27A3",2481
"1255","GATAD2B",1827
"1256","DENND4B",4621
"1257","CRTC2",2147
"1258","SLC39A1",985
"1259","CREB3L4",1243
"1260","JTB",493
"1261","RAB13",647
"1262","RPS27",270
"1263","NUP210L",5862
"1264","TPM3",1286
"1265","CFAP141",321
"1266","C1orf43",794
"1267","UBAP2L",3571
"1268","HAX1",970
"1269","AQP10",1016
"1270","ATP8B2",4025
"1271","IL6R",1564
"1272","SHE",1513
"1273","TDRD10",1186
"1274","UBE2Q1",1329
"1275","CHRNB2",1540
"1276","ADAR",3799
"1277","KCNN3",2302
"1278","PMVK",599
"1279","PBXIP1",2409
"1280","PYGO2",1231
"1281","SHC1",1810
"1282","CKS1B",278
"1283","FLAD1",2035
"1284","LENEP",186
"1285","ZBTB7B",1732
"1286","DCST2",2392
"1287","DCST1",2324
"1288","ADAM15",2796
"1289","EFNA4",798
"1290","EFNA4-EFNA3",722
"1291","EFNA3",737
"1292","EFNA1",638
"1293","SLC50A1",703
"1294","DPM3",369
"1295","ENSG00000273088",776
"1296","KRTCAP2",511
"1297","TRIM46",2511
"1298","MUC1",1525
"1299","THBS3",2981
"1300","MTX1",1436
"1301","GBA1",1661
"1302","ENTREP3",2065
"1303","SCAMP3",1084
"1304","CLK2",1555
"1305","HCN3",2360
"1306","PKLR",1785
"1307","FDPS",1305
"1308","RUSC1",3295
"1309","ASH1L",9055
"1310","MSTO1",1815
"1311","YY1AP1",2837
"1312","DAP3",1321
"1313","GON4L",6990
"1314","SYT11",1311
"1315","RIT1",744
"1316","KHDC4",1957
"1317","RXFP4",1125
"1318","ARHGEF2",3650
"1319","SSR2",572
"1320","UBQLN4",1856
"1321","LAMTOR2",468
"1322","RAB25",662
"1323","MEX3A",1568
"1324","LMNA",2561
"1325","SEMA4A",2351
"1326","SLC25A44",1096
"1327","PMF1-BGLAP",754
"1328","PMF1",755
"1329","BGLAP",318
"1330","PAQR6",1500
"1331","SMG5",3156
"1332","TMEM79",1254
"1333","GLMP",1278
"1334","VHLL",420
"1335","CCT3",1703
"1336","TSACC",388
"1337","RHBG",1422
"1338","MEF2D",1756
"1339","IQGAP3",5081
"1340","TTC24",1794
"1341","NAXE",1223
"1342","HAPLN2",1043
"1343","BCAN",2867
"1344","NES",4881
"1345","CRABP2",432
"1346","ISG20L2",1072
"1347","METTL25B",1463
"1348","MRPL24",671
"1349","HDGF",1210
"1350","PRCC",1506
"1351","SH2D2A",1235
"1352","INSRR",3999
"1353","NTRK1",2626
"1354","PEAR1",3219
"1355","LRRC71",1750
"1356","ARHGEF11",4889
"1357","ETV3L",1106
"1358","ETV3",1583
"1359","FCRL5",3147
"1360","FCRL4",1603
"1361","FCRL3",2329
"1362","FCRL2",1760
"1363","FCRL1",1407
"1364","CD5L",1069
"1365","KIRREL1",2344
"1366","SMIM42",213
"1367","CD1D",1033
"1368","CD1A",1009
"1369","CD1C",1027
"1370","CD1B",1027
"1371","CD1E",1192
"1372","OR10T2",945
"1373","OR10K2",939
"1374","OR10K1",942
"1375","OR10R2",1005
"1376","OR6Y1",978
"1377","OR6P1",954
"1378","OR10X1",981
"1379","OR10Z1",942
"1380","SPTA1",7515
"1381","OR6K2",975
"1382","OR6K3",996
"1383","OR6K6",960
"1384","OR6N1",939
"1385","OR6N2",954
"1386","MNDA",1249
"1387","PYHIN1",1699
"1388","PYDC5",342
"1389","IFI16",2408
"1390","AIM2",1052
"1391","CADM3",1344
"1392","ACKR1",1041
"1393","FCER1A",794
"1394","OR10J1",963
"1395","OR10J5",930
"1396","APCS",677
"1397","CRP",680
"1398","DUSP23",458
"1399","FCRL6",1376
"1400","SLAMF8",878
"1401","VSIG8",1275
"1402","CFAP45",1711
"1403","TAGLN2",683
"1404","IGSF9",3635
"1405","SLAMF9",885
"1406","KCNJ10",1284
"1407","PIGM",1272
"1408","KCNJ9",1187
"1409","IGSF8",1867
"1410","ATP1A2",3173
"1411","ATP1A4",3195
"1412","CASQ1",1241
"1413","PEA15",471
"1414","DCAF8",1945
"1415","PEX19",935
"1416","COPA",3862
"1417","NCSTN",2210
"1418","NHLH1",402
"1419","VANGL2",1740
"1420","SLAMF6",1034
"1421","CD84",1073
"1422","SLAMF1",1126
"1423","CD48",973
"1424","SLAMF7",1077
"1425","LY9",2143
"1426","CD244",1153
"1427","ITLN1",972
"1428","ITLN2",1013
"1429","F11R",945
"1430","TSTD1",415
"1431","USF1",978
"1432","ARHGAP30",3361
"1433","NECTIN4",1573
"1434","KLHDC9",1084
"1435","PFDN2",480
"1436","NIT1",1087
"1437","DEDD",1062
"1438","UFC1",529
"1439","USP21",1897
"1440","PPOX",1725
"1441","B4GALT3",1207
"1442","ADAMTS4",2614
"1443","NDUFS2",1542
"1444","FCER1G",424
"1445","APOA2",417
"1446","TOMM40L",967
"1447","NR1I3",1306
"1448","PCP4L1",217
"1449","MPZ",772
"1450","SDHC",642
"1451","CFAP126",554
"1452","FCGR2A",984
"1453","HSPA6",1932
"1454","FCGR3A",994
"1455","ENSG00000289768",486
"1456","FCGR3B",722
"1457","FCGR2B",968
"1458","FCRLA",1174
"1459","FCRLB",1306
"1460","DUSP12",1048
"1461","ATF6",2365
"1462","OLFML2B",2291
"1463","NOS1AP",1618
"1464","SPATA46",796
"1465","C1orf226",958
"1466","ENSG00000254706",521
"1467","SH2D1B",414
"1468","UHMK1",1344
"1469","UAP1",1614
"1470","DDR2",2643
"1471","HSD17B7",1079
"1472","CCDC190",919
"1473","RGS4",948
"1474","RGS5",690
"1475","NUF2",1455
"1476","PBX1",1422
"1477","LMX1A",1184
"1478","RXRG",1437
"1479","LRRC52",947
"1480","MGST3",596
"1481","ALDH9A1",1607
"1482","TMCO1",850
"1483","UCK2",855
"1484","FAM78B",791
"1485","POGK",1845
"1486","TADA1",1043
"1487","ILDR2",2032
"1488","MAEL",1360
"1489","GPA33",990
"1490","STYXL2",3497
"1491","POU2F1",2407
"1492","CD247",1181
"1493","CREG1",789
"1494","RCSD1",1281
"1495","MPZL1",835
"1496","ADCY10",5073
"1497","MPC2",404
"1498","DCAF6",2961
"1499","GPR161",1853
"1500","TIPRL",872
"1501","SFT2D2",518
"1502","TBX19",1382
"1503","XCL2",355
"1504","XCL1",355
"1505","DPT",621
"1506","ATP1B1",937
"1507","NME7",1186
"1508","BLZF1",1282
"1509","CCDC181",1550
"1510","SLC19A2",1519
"1511","F5",6810
"1512","SELP",2574
"1513","SELL",1198
"1514","SELE",1888
"1515","METTL18",1119
"1516","FIRRM",2856
"1517","SCYL3",2289
"1518","KIFAP3",2562
"1519","NTMT2",867
"1520","GORAB",1132
"1521","PRRX1",812
"1522","MROH9",2809
"1523","FMO3",1634
"1524","FMO2",1643
"1525","FMO1",1634
"1526","FMO4",1712
"1527","PRRC2C",8862
"1528","MYOCOS",340
"1529","MYOC",1525
"1530","VAMP4",456
"1531","METTL13",2135
"1532","DNM3",2843
"1533","C1orf105",858
"1534","PIGC",894
"1535","SUCO",4470
"1536","FASLG",861
"1537","TNFSF18",544
"1538","TNFSF4",568
"1539","PRDX6",695
"1540","SLC9C2",3505
"1541","ANKRD45",821
"1542","TEX50",539
"1543","KLHL20",1880
"1544","CENPL",1193
"1545","DARS2",2145
"1546","ZBTB37",1582
"1547","SERPINC1",1425
"1548","RC3H1",3495
"1549","RABGAP1L",3966
"1550","GPR52",1086
"1551","CACYBP",712
"1552","MRPS14",397
"1553","TNN",3985
"1554","KIAA0040",762
"1555","TNR",4177
"1556","COP1",2291
"1557","PAPPA2",5531
"1558","ASTN1",4039
"1559","BRINP2",2382
"1560","SEC16B",3403
"1561","RASAL2",4618
"1562","CLEC20A",1635
"1563","TEX35",1082
"1564","RALGPS2",1842
"1565","ANGPTL1",1491
"1566","FAM20B",1260
"1567","TOR3A",1289
"1568","ABL2",3719
"1569","SOAT1",1723
"1570","AXDND1",3159
"1571","NPHS2",1187
"1572","TDRD5",3188
"1573","FAM163A",509
"1574","TOR1AIP2",1824
"1575","TOR1AIP1",1850
"1576","CEP350",9534
"1577","QSOX1",2310
"1578","LHX4",1198
"1579","ACBD6",884
"1580","XPR1",2161
"1581","KIAA1614",3640
"1582","STX6",803
"1583","MR1",1051
"1584","IER5",984
"1585","CACNA1E",7177
"1586","ZNF648",1707
"1587","GLUL",1559
"1588","TEDDM1",822
"1589","RGSL1",3331
"1590","RNASEL",2307
"1591","RGS16",629
"1592","RGS8",651
"1593","NPL",1268
"1594","DHX9",3943
"1595","SHCBP1L",2007
"1596","LAMC1",4965
"1597","LAMC2",3697
"1598","NMNAT2",1047
"1599","SMG7",4020
"1600","NCF2",1651
"1601","ARPC5",497
"1602","APOBEC4",1104
"1603","RGL1",2527
"1604","COLGALT2",2040
"1605","TSEN15",893
"1606","C1orf21",386
"1607","EDEM3",3022
"1608","NIBAN1",2852
"1609","RNF2",1036
"1610","TRMT1L",2272
"1611","SWT1",2788
"1612","IVNS1ABP",2042
"1613","HMCN1",17438
"1614","PRG4",4270
"1615","TPR",7354
"1616","ODR4",1425
"1617","PDC",751
"1618","PTGS2",1860
"1619","PLA2G4A",2330
"1620","BRINP3",2331
"1621","RGS18",728
"1622","RGS21",474
"1623","RGS1",713
"1624","RGS13",495
"1625","RGS2",656
"1626","UCHL5",1178
"1627","RO60",1705
"1628","GLRX2",635
"1629","CDC73",1676
"1630","B3GALT2",1269
"1631","KCNT2",3569
"1632","CFH",3967
"1633","ENSG00000289697",4645
"1634","CFHR3",1106
"1635","CFHR1",1018
"1636","CFHR4",1782
"1637","CFHR2",1093
"1638","CFHR5",1755
"1639","F13B",2041
"1640","ASPM",10796
"1641","ZBTB41",2775
"1642","CRB1",4596
"1643","DENND1B",2531
"1644","C1orf53",448
"1645","LHX9",1430
"1646","NEK7",1113
"1647","ATP6V1G3",418
"1648","PTPRC",4250
"1649","NR5A2",1661
"1650","ZNF281",2688
"1651","KIF14",5087
"1652","DDX59",2039
"1653","CAMSAP2",4555
"1654","GPR25",1086
"1655","INAVA",2079
"1656","KIF21B",5144
"1657","CACNA1S",5837
"1658","ASCL5",621
"1659","TMEM9",581
"1660","IGFN1",11237
"1661","PKP1",2309
"1662","TNNT2",1212
"1663","LAD1",1682
"1664","TNNI1",594
"1665","PHLDA3",384
"1666","CSRP1",673
"1667","NAV1",6706
"1668","IPO9",3241
"1669","SHISA4",614
"1670","LMOD1",1813
"1671","TIMM17A",541
"1672","RNPEP",2003
"1673","ELF3",1151
"1674","GPR37L1",1546
"1675","ARL8A",591
"1676","PTPN7",1240
"1677","LGR6",3134
"1678","UBE2T",622
"1679","PPP1R12B",3581
"1680","SYT2",1295
"1681","KDM5B",5301
"1682","RABIF",377
"1683","KLHL12",1757
"1684","ADIPOR1",1158
"1685","CYB5R1",958
"1686","TMEM183A",1166
"1687","PPFIA4",3908
"1688","MYOG",685
"1689","ADORA1",1025
"1690","MYBPH",1479
"1691","CHI3L1",1197
"1692","CHIT1",1451
"1693","BTG2",482
"1694","FMOD",1136
"1695","PRELP",1154
"1696","OPTC",1024
"1697","ATP2B4",3896
"1698","LAX1",1261
"1699","ZBED6",2940
"1700","ENSG00000288644",99
"1701","ZC3H11A",2508
"1702","SNRPE",299
"1703","SOX13",1929
"1704","ETNK2",1302
"1705","REN",1266
"1706","KISS1",422
"1707","GOLT1A",419
"1708","PLEKHA6",3694
"1709","PPP1R15B",2242
"1710","PIK3C2B",5060
"1711","MDM4",1573
"1712","LRRN2",2142
"1713","NFASC",4271
"1714","CNTN2",3475
"1715","TMEM81",768
"1716","RBBP5",1682
"1717","DSTYK",2850
"1718","TMCC2",2420
"1719","NUAK2",1917
"1720","KLHDC8A",1073
"1721","LEMD1",566
"1722","BLACAT1",102
"1723","CDK18",1585
"1724","MFSD4A",1653
"1725","ELK4",1446
"1726","SLC45A3",1677
"1727","NUCKS1",762
"1728","RAB29",632
"1729","SLC41A1",1587
"1730","PM20D1",1569
"1731","SLC26A9",2766
"1732","RAB7B",620
"1733","CTSE",1289
"1734","RHEX",539
"1735","AVPR1B",1280
"1736","FAM72A",685
"1737","SRGAP2",3357
"1738","IKBKE",2347
"1739","RASSF5",1627
"1740","EIF2D",1825
"1741","DYRK3",1886
"1742","MAPKAPK2",1304
"1743","IL10",557
"1744","IL19",554
"1745","IL20",551
"1746","IL24",649
"1747","FCMR",1208
"1748","PIGR",2340
"1749","FCAMR",1769
"1750","C1orf116",1816
"1751","YOD1",1106
"1752","PFKFB2",1651
"1753","C4BPB",784
"1754","C4BPA",1844
"1755","CD55",1804
"1756","CR2",3369
"1757","CR1",7700
"1758","CR1L",1765
"1759","CD46",1318
"1760","CD34",1336
"1761","PLXNA2",5835
"1762","CAMK1G",1481
"1763","LAMB3",3624
"1764","G0S2",312
"1765","HSD11B1",904
"1766","TRAF3IP3",1777
"1767","C1orf74",810
"1768","ENSG00000289700",1496
"1769","IRF6",1434
"1770","UTP25",2326
"1771","SYT14",2864
"1772","SERTAD4",1081
"1773","HHAT",1737
"1774","KCNH1",3260
"1775","RCOR3",1747
"1776","TRAF5",1719
"1777","RD3",593
"1778","SLC30A1",1529
"1779","NEK2",1472
"1780","LPGAT1",1143
"1781","INTS7",2984
"1782","DTL",2263
"1783","PPP2R5A",1534
"1784","PACC1",1276
"1785","NENF",534
"1786","ATF3",618
"1787","GARIN4",1785
"1788","BATF3",394
"1789","NSL1",1001
"1790","TATDN3",891
"1791","SPATA45",302
"1792","FLVCR1",1713
"1793","VASH2",1113
"1794","ANGEL2",1675
"1795","RPS6KC1",3271
"1796","PROX1",2229
"1797","SMYD2",1357
"1798","PTPN14",3649
"1799","CENPF",9435
"1800","KCNK2",1352
"1801","KCTD3",2533
"1802","USH2A",16047
"1803","ESRRG",1502
"1804","GPATCH2",1667
"1805","SPATA17",1131
"1806","RRP15",869
"1807","TGFB2",1364
"1808","LYPLAL1",734
"1809","ZC3H11B",2418
"1810","SLC30A10",1927
"1811","EPRS1",4694
"1812","BPNT1",1020
"1813","IARS2",3149
"1814","RAB3GAP2",4670
"1815","MARK1",2476
"1816","C1orf115",434
"1817","MTARC2",1064
"1818","MTARC1",1217
"1819","HLX",1482
"1820","DUSP10",1459
"1821","HHIPL2",2215
"1822","TAF1A",1398
"1823","MIA3",5973
"1824","AIDA",966
"1825","BROX",1291
"1826","FAM177B",492
"1827","DISP1",4605
"1828","TLR5",2577
"1829","SUSD4",2004
"1830","CCDC185",1872
"1831","CAPN8",2225
"1832","CAPN2",2209
"1833","TP53BP2",3490
"1834","FBXO28",1127
"1835","DEGS1",982
"1836","NVL",2767
"1837","CNIH4",464
"1838","WDR26",2501
"1839","CNIH3",508
"1840","DNAH14",15319
"1841","LBR",1908
"1842","ENAH",2618
"1843","SRP9",454
"1844","EPHX1",1403
"1845","TMEM63A",2531
"1846","LEFTY1",1116
"1847","ENSG00000255835",1115
"1848","PYCR2",993
"1849","LEFTY2",1116
"1850","SDE2",1386
"1851","H3-3A",508
"1852","ACBD3",1622
"1853","MIXL1",728
"1854","LIN9",1749
"1855","PARP1",3155
"1856","STUM",441
"1857","ITPKB",2872
"1858","PSEN2",1891
"1859","COQ8A",2009
"1860","CDC42BPA",5489
"1861","ZNF678",1590
"1862","JMJD4",1279
"1863","SNAP47",2013
"1864","PRSS38",1001
"1865","WNT9A",1113
"1866","WNT3A",1074
"1867","ARF1",561
"1868","C1orf35",827
"1869","MRPL55",510
"1870","GUK1",903
"1871","GJC2",1320
"1872","IBA57",1081
"1873","OBSCN",28586
"1874","TRIM11",1759
"1875","TRIM17",1605
"1876","H3-4",411
"1877","H2AC25",393
"1878","H2BC26",381
"1879","RNF187",718
"1880","RHOU",787
"1881","RAB4A",687
"1882","CCSAP",851
"1883","ACTA1",1159
"1884","NUP133",3596
"1885","ABCB10",2277
"1886","TAF5L",1898
"1887","URB2",4615
"1888","GALNT2",1791
"1889","PGBD5",1732
"1890","COG2",2302
"1891","AGT",1500
"1892","CAPN9",2168
"1893","C1orf198",999
"1894","TTC13",2693
"1895","ARV1",836
"1896","FAM89A",560
"1897","TRIM67",2397
"1898","C1orf131",914
"1899","GNPAT",2118
"1900","EXOC8",2178
"1901","SPRTN",1522
"1902","EGLN1",1301
"1903","ENSG00000287856",440
"1904","TSNAX",898
"1905","DISC1",3121
"1906","SIPA1L2",5472
"1907","MAP10",2718
"1908","NTPCR",778
"1909","PCNX2",6780
"1910","MAP3K21",3202
"1911","KCNK1",1021
"1912","SLC35F3",1587
"1913","COA6",603
"1914","TARBP1",5011
"1915","IRF2BP2",1769
"1916","TOMM20",458
"1917","RBM34",1343
"1918","ARID4B",4049
"1919","GGPS1",913
"1920","TBCE",1982
"1921","ENSG00000285053",1689
"1922","B3GALNT2",1720
"1923","GNG4",233
"1924","LYST",11727
"1925","NID1",3839
"1926","GPR137B",1230
"1927","ERO1B",1479
"1928","EDARADD",707
"1929","LGALS8",1125
"1930","HEATR1",6652
"1931","ACTN2",2876
"1932","MTR",3958
"1933","MT1HL1",186
"1934","RYR2",15453
"1935","ZP4",1678
"1936","CHRM3",1773
"1937","FMN2",5254
"1938","GREM2",507
"1939","RGS7",1775
"1940","FH",1628
"1941","KMO",1531
"1942","OPN3",1224
"1943","CHML",2423
"1944","WDR64",3411
"1945","EXO1",2601
"1946","BECN2",1296
"1947","MAP1LC3C",459
"1948","PLD5",1662
"1949","CEP170",4875
"1950","SDCCAG8",2227
"1951","AKT3",1648
"1952","ZBTB18",1707
"1953","SPMIP3",459
"1954","ADSS2",1431
"1955","CATSPERE",2961
"1956","DESI2",605
"1957","C1orf202",549
"1958","COX20",413
"1959","HNRNPU",2652
"1960","EFCAB2",550
"1961","KIF26B",6423
"1962","SMYD3",1362
"1963","TFB2M",1226
"1964","CNST",2235
"1965","SCCPDH",1345
"1966","AHCTF1",7104
"1967","ZNF695",1699
"1968","ZNF670",1185
"1969","ZNF669",1410
"1970","ZNF124",1095
"1971","ZNF496",1794
"1972","NLRP3",3147
"1973","OR2B11",954
"1974","OR2C3",963
"1975","GCSAML",428
"1976","OR2G2",954
"1977","OR2G3",930
"1978","OR14L1",983
"1979","OR13G1",924
"1980","OR6F1",927
"1981","ENSG00000239395",146
"1982","OR14A2",945
"1983","OR14K1",945
"1984","OR1C1",945
"1985","OR14A16",930
"1986","OR11L1",969
"1987","TRIM58",1486
"1988","OR2W3",945
"1989","OR2T8",939
"1990","OR2AJ1",987
"1991","OR2L8",939
"1992","OR2AK2",963
"1993","OR2L5",939
"1994","OR2L2",939
"1995","OR2L3",939
"1996","OR2L13",939
"1997","OR2M5",939
"1998","OR2M2",1044
"1999","OR2M3",939
"2000","OR2M4",936
"2001","OR2T33",963
"2002","OR2T12",963
"2003","OR2M7",939
"2004","OR14C36",939
"2005","OR2T4",963
"2006","OR2T6",927
"2007","OR2T1",957
"2008","OR2T2",975
"2009","OR2T3",957
"2010","OR2T5",948
"2011","OR2G6",951
"2012","OR2T29",948
"2013","OR2T34",957
"2014","OR2T10",939
"2015","OR2T11",951
"2016","OR2T35",972
"2017","OR2T27",954
"2018","OR14I1",936
"2019","ENSG00000286015",342
"2020","LYPD8",734
"2021","SH3BP5L",1207
"2022","ZNF672",1359
"2023","ZNF692",1630
"2024","PGBD2",1784
"2025","FAM110C",971
"2026","SH3YL1",1140
"2027","ACP1",681
"2028","ALKAL2",480
"2029","TMEM18",533
"2030","SNTG2",1700
"2031","TPO",2922
"2032","PXDN",4620
"2033","MYT1L",4280
"2034","EIPR1",1721
"2035","TRAPPC12",2258
"2036","ADI1",660
"2037","RNASEH1",896
"2038","RPS7",664
"2039","COLEC11",1027
"2040","ALLC",1226
"2041","DCDC2C",1145
"2042","SOX11",1326
"2043","CMPK2",1483
"2044","RSAD2",1256
"2045","RNF144A",909
"2046","ID2",410
"2047","KIDINS220",5731
"2048","MBOAT2",1623
"2049","ASAP2",3156
"2050","ITGB1BP1",649
"2051","CPSF3",2140
"2052","IAH1",772
"2053","ADAM17",2658
"2054","YWHAQ",758
"2055","TAF1B",1896
"2056","GRHL1",1932
"2057","KLF11",1554
"2058","CYS1",487
"2059","RRM2",1417
"2060","HPCAL1",592
"2061","ODC1",1431
"2062","NOL10",2223
"2063","ATP6V1C2",1379
"2064","PDIA6",1664
"2065","KCNF1",1485
"2066","C2orf50",499
"2067","SLC66A3",639
"2068","ROCK2",4503
"2069","E2F6",891
"2070","GREB1",6297
"2071","NTSR2",1248
"2072","LPIN1",3047
"2073","TRIB2",1240
"2074","LRATD1",879
"2075","NBAS",7479
"2076","DDX1",2358
"2077","MYCN",1560
"2078","CYRIA",1017
"2079","RAD51AP2",3490
"2080","VSNL1",586
"2081","SMC6",3401
"2082","GEN1",2787
"2083","MSGN1",582
"2084","KCNS3",1476
"2085","RDH14",1016
"2086","NT5C1B-RDH14",1859
"2087","NT5C1B",1878
"2088","OSR1",806
"2089","TTC32",466
"2090","WDR35",3681
"2091","MATN3",1496
"2092","LAPTM4A",732
"2093","SDC1",987
"2094","PUM2",3296
"2095","RHOB",591
"2096","HS1BP3",1416
"2097","GDF7",1358
"2098","LDAH",1343
"2099","APOB",13917
"2100","TDRD15",5805
"2101","KLHL29",2683
"2102","ATAD2B",4512
"2103","UBXN2A",805
"2104","MFSD2B",1671
"2105","WDCP",2176
"2106","FKBP1B",387
"2107","SF3B6",393
"2108","TP53I3",1019
"2109","PFN4",405
"2110","FAM228B",1015
"2111","FAM228A",930
"2112","ITSN2",5332
"2113","NCOA1",4463
"2114","PTRHD1",428
"2115","CENPO",959
"2116","ADCY3",3538
"2117","DNAJC27",852
"2118","EFR3B",2606
"2119","POMC",809
"2120","DNMT3A",2974
"2121","DTNB",1974
"2122","ASXL2",4368
"2123","KIF3C",2417
"2124","RAB10",628
"2125","GAREM2",2675
"2126","HADHA",2484
"2127","HADHB",1541
"2128","ADGRF3",3504
"2129","DRC1",2303
"2130","OTOF",6402
"2131","CIMIP2C",660
"2132","CIB4",588
"2133","KCNK3",1190
"2134","SLC35F6",1141
"2135","CENPA",438
"2136","DPYSL5",1750
"2137","MAPRE3",871
"2138","TMEM214",2150
"2139","AGBL5",2788
"2140","OST4",114
"2141","EMILIN1",3086
"2142","KHK",1072
"2143","CGREF1",1402
"2144","ABHD1",1282
"2145","PREB",1294
"2146","PRR30",1415
"2147","TCF23",655
"2148","SLC5A6",1978
"2149","ATRAID",720
"2150","CAD",6893
"2151","SLC30A3",1202
"2152","DNAJC5G",592
"2153","TRIM54",1243
"2154","UCN",375
"2155","MPV17",989
"2156","GTF3C2",2821
"2157","EIF2B4",1724
"2158","SNX17",1483
"2159","ZNF513",1641
"2160","PPM1G",1686
"2161","NRBP1",1717
"2162","KRTCAP3",748
"2163","IFT172",5557
"2164","FNDC4",730
"2165","GCKR",1968
"2166","C2orf16",16187
"2167","ZNF512",1769
"2168","CCDC121",1328
"2169","GPN1",1315
"2170","SUPT7L",1271
"2171","SLC4A1AP",2294
"2172","MRPL33",287
"2173","RBKS",1004
"2174","BABAM2",1409
"2175","FOSL2",1077
"2176","PLB1",4695
"2177","PPP1CB",1270
"2178","SPDYA",967
"2179","TRMT61B",1464
"2180","WDR43",2119
"2181","TOGARAM2",3150
"2182","PCARE",3872
"2183","CLIP4",2502
"2184","ALK",5003
"2185","YPEL5",371
"2186","LBH",399
"2187","LCLAT1",1457
"2188","CAPN13",2110
"2189","GALNT14",1924
"2190","CAPN14",2155
"2191","EHD3",1633
"2192","XDH",4177
"2193","SRD5A2",785
"2194","MEMO1",1100
"2195","DPY30",315
"2196","SPAST",1931
"2197","SLC30A6",1576
"2198","NLRC4",3110
"2199","YIPF4",760
"2200","BIRC6",14978
"2201","TTC27",2627
"2202","LTBP1",5384
"2203","RASGRP3",2148
"2204","FAM98A",1640
"2205","CRIM1",3191
"2206","FEZ2",1183
"2207","VIT",2274
"2208","STRN",2428
"2209","HEATR5B",6386
"2210","GPATCH11",827
"2211","EIF2AK2",1726
"2212","SULT6B1",942
"2213","CEBPZOS",253
"2214","CEBPZ",3240
"2215","NDUFAF7",1371
"2216","PRKD3",2758
"2217","QPCT",1116
"2218","CDC42EP3",765
"2219","RMDN2",2372
"2220","CYP1B1",1637
"2221","ATL2",2009
"2222","HNRNPLL",1746
"2223","GALM",1059
"2224","SRSF7",752
"2225","GEMIN6",698
"2226","DHX57",4271
"2227","MORN2",476
"2228","ARHGEF33",2891
"2229","SOS1",4302
"2230","CDKL4",1302
"2231","MAP4K3",2881
"2232","TMEM178A",909
"2233","THUMPD2",1557
"2234","SLC8A1",3076
"2235","PKDCC",1512
"2236","EML4",3094
"2237","COX7A2L",388
"2238","KCNG3",1316
"2239","MTA3",1885
"2240","OXER1",1155
"2241","HAAO",906
"2242","ZFP36L2",1490
"2243","THADA",6351
"2244","PLEKHH2",4622
"2245","C1GALT1C1L",948
"2246","DYNC2LI1",1332
"2247","ABCG5",2016
"2248","ABCG8",2082
"2249","LRPPRC",4603
"2250","PPM1B",1503
"2251","SLC3A1",2328
"2252","PREPL",2249
"2253","CAMKMT",1130
"2254","SIX3",1004
"2255","SIX2",881
"2256","SRBD1",3083
"2257","PRKCE",2340
"2258","EPAS1",2688
"2259","ATP6V1E2",681
"2260","RHOQ",638
"2261","PIGF",757
"2262","CRIPT",326
"2263","SOCS5",1611
"2264","MCFD2",546
"2265","TTC7A",2834
"2266","STPG4",789
"2267","CALM2",653
"2268","EPCAM",1148
"2269","MSH2",3039
"2270","KCNK12",1298
"2271","MSH6",4138
"2272","FBXO11",2977
"2273","FOXN2",1316
"2274","PPP1R21",2448
"2275","STON1-GTF2A1L",3632
"2276","STON1",2218
"2277","GTF2A1L",1477
"2278","LHCGR",2150
"2279","FSHR",2133
"2280","NRXN1",5412
"2281","ASB3",1597
"2282","CHAC2",565
